title,description,price,images_url,location
267 square yards Duplex Villas West facing,"JB Infrastructures presents JB’s Serene City Villas in Adibatla, Hyderabad. JB Infrastructures has effectively developed and implemented several real estate ventures in Hyderabad. All the ventures are successfully planned and executed with custom-made features. JB ventures offer customized housing options, residential investments, business real estate establishment and so on.JB Serene City is a 540-acre mega development venture of JB Infra Projects. At this place, you will enjoy the charm of serene country life, which meets the uniqueness of a thriving urban city. It is actually located in Ibrahimpatnam on Nagarjunasagar Road, next to Guru Nanak Group of Institutions. Well-reputed educational institutes, world-class IT companies like TCS, Cognizant and Hyderabad InterFeatures•         Villas and budget homes•         80' 60' 40' and 33 ' wide black top roads•         Underground drainage•         Underground electricity with Street Lighting•         Gated community•         Compound wall with solar fencing•         Club house with swimming pool•         100% clear title•         Beautiful entrance with separate entry and exit gates•         Avenue Plantation•         Water lines to individual plots•         Well-developed parks•         Children play area•         24 hours SecuritySEZs and Work Places•         TCS Adibatla•         Cognizant Technology Solutions•         Tata Lockheed Martin Aero structures Ltd•         Tata Sikorsky Aero structures Ltd•         Tata Aerospace SEZ•         Bio Genex Life Sciences Pvt. Ltd.•         Relisys Medical Devices LimitedOther Major Landmarks•         ORR Bonguluru Junction – 6 mins•         Mandal Revenue Office – 3 mins•         Hyderabad International Airport – 20 mins•         LB Nagar – 25 mins•         Ramoji Film City – 25 mins•         Gachibowli Financial District – 40 mins national Airport are all in the proximity.","₹ 1,11,86,000",https://apollo-singapore.akamaized.net:443/v1/files/uayid843ztku2-IN/image,"India, Telangana, Hyderabad, LB Nagar"
267 square yards independent house North east facing,"JB Serene City is a 540-acre mega development venture of JB Infra Projects. At this place, you will enjoy the charm of serene country life, which meets the uniqueness of a thriving urban city. It is actually located in Ibrahimpatnam on Nagarjunasagar Road, next to Guru Nanak Group of Institutions. Well-reputed educational institutes, world-class IT companies like TCS, Cognizant and Hyderabad International Airport are all in the proximity.Top IT companies like TCS and Cognizant have huge campuses in Adibatla, which is just 15 mins drive from this place. TATA Aerospace SEZ and Tata Lockheed Martin are also located in the vicinity. With such excellent connectivity, JB Serene City is bound to become the most sought-after destination for both the new home seekers and investors alike.Features:•         Well-laid blacktop roads•         Underground electricity with Street Lighting•         Gated community•         Compound wall with solar fencing•         Clubhouse with swimming pool•         Avenue Plantation•         Water lines to individual plots•         Children play area•         24 hours Security Features•         Villas and budget homes•         80' 60' 40' and 33 ' wide black top roads•         Underground drainage•         Underground electricity with Street Lighting•         Gated community•         Compound wall with solar fencing•         Club house with swimming pool•         100% clear title","₹ 86,40,000",https://apollo-singapore.akamaized.net:443/v1/files/fo18rku10ggc1-IN/image,"India, Telangana, Hyderabad, Ibrahimpatnam"
267 square yards independent house North west facing,"JB Infrastructures presents JB’s Serene City Villas in Adibatla, Hyderabad. JB Infrastructures has effectively developed and implemented several real estate ventures in Hyderabad. All the ventures are successfully planned and executed with custom-made features. JB ventures offer customized housing options, residential investments, business real estate establishment and so on.JB Serene City is a 540-acre mega development venture of JB Infra Projects. At this place, you will enjoy the charm of serene country life, which meets the uniqueness of a thriving urban city. It is actually located in Ibrahimpatnam on Nagarjunasagar Road, next to Guru Nanak Group of Institutions. Well-reputed educational institutes, world-class IT companies like TCS, Cognizant and Hyderabad International Airport are all in the proximity.Top IT companies like TCS and Cognizant have huge campuses in Adibatla, which is just 15 mins drive from this place. TATA Aerospace SEZ and Tata Lockheed Martin are also located in the vicinity. With such excellent connectivity, JB Serene City is bound to become the most sought-after destination for both the new home seekers and investors alike.Features:","₹ 85,06,500",https://apollo-singapore.akamaized.net:443/v1/files/qr93ujqjt84e1-IN/image,"India, Telangana, Hyderabad, Ibrahimpatnam"
"2BHK for rent at Sri sai nagar,  Pragathi Nagar, Near JNTU","2BHK for rent at Sri sai nagar,  Pragathi Nagar, Near JNTU...","₹ 12,000",https://apollo-singapore.akamaized.net:443/v1/files/udt2h6ceixk02-IN/image,"India, Telangana, Hyderabad, Sri Sai Nagar"
2 BHK new flat for sale in laxmiguda Hyderabad.,Sapnon Ka Ghar apna Ghar. Ab kirae ke Ghar se mukti paye. New 2 BHK flat for sale in laxmiguda Hyderabad. Modular kitchen. Full vaastav. Full 24 hours water supply. 2.67 lakh government subsidy. Bank loan available.,"₹ 33,00,000",https://apollo-singapore.akamaized.net:443/v1/files/w46k1dqeewii-IN/image,"India, Telangana, Hyderabad, Ismailnagar"
Flat For Rent LAKDIKAPUL Prime Location,"Only for families (EMPLOYEES) STRICTLYIts commercial cum residential building. Few families and few reputed company offices ITS BEHIND HOTEL SANDHYA (THE CENT) Exactly Opp to ranga reddy collector office. Walkable distance to bus stop, metro, groceries markets, global hospitalOne reserved car parking available House in good condition","₹ 18,100",https://apollo-singapore.akamaized.net:443/v1/files/1jpt08442whe-IN/image,"India, Telangana, Hyderabad, Lakdikapool"
267 square yards independent house south east facing,"JB Serene City is a 540-acre mega development venture of JB Infra Projects. At this place, you will enjoy the charm of serene country life, which meets the uniqueness of a thriving urban city. It is actually located in Ibrahimpatnam on Nagarjunasagar Road, next to Guru Nanak Group of Institutions. Well-reputed educational institutes, world-class IT companies like TCS, Cognizant and Hyderabad International Airport are all in the proximity.       Adibatla enjoys the presence of well-established social infrastructure.      Some of the noteworthy institutions in the vicinity include:•         Visvesvaraya College of Engineering and Technology•         Sphoorthy Engineering College•         Sri Indu College of PharmacyA plethora of hospitals such as Omsai Hospitals, Kamineni Hospital, Yashoda Cancer Institute and Aware Global Hospital are located in the region.Social & Commercial Infrastructure:•         Mega Mart•         Big Bazaar•         D Mart Shopping Mall•         MPM MallAlso, an array of stores and eateries also dot the streets surrounding the region.","₹ 84,39,750",https://apollo-singapore.akamaized.net:443/v1/files/rywn98sx80g63-IN/image,"India, Telangana, Hyderabad, Ibrahimpatnam"
267 square yards independent house East facing,"Adibatla village is situated in the Ranga Reddy District of Telengana, India. The most famous TATA Aerospace SEZ is located here. Besides the Tata unit, MTAR and other local manufacturers are located both within and outside the SEZ. Being located in the southern part of Hyderabad, Adibatla is an upcoming region that has a large number of reputed IT Companies such as TCS and Cognizant in the vicinity.Connectivity & Proximity:Adibatla has a great connectivity through the Outer Ring Road. It connects the locality areas such as Bongulur, Raviryal, and Srinagar, further intersecting NH-9, Nagarjuna Sagar Road and State Highway 5 (SH-5).•         The ORR also links Adibatla to Vanasthalipuram, Hastinapuram and Chandrayangutta. Other major areas in Hyderabad and Secundrabad can also be reached by taking this road.•         The nearest bus stop is Bongulur Bus Stop, which is situated 3 km from here and it facilitates intra-city travel.•         Falaknuma Railway Station lies 17 km away, and it helps to connect places in Hyderabad and Secunderabad through MMTS local trains.•         Well-laid blacktop roads•         Underground electricity with Street Lighting•         Gated community•         Compound wall with solar fencing•         Clubhouse with swimming pool•         Avenue Plantation•         Water lines to individual plots•         Children play area•         24 hours Security Features•         Villas and budget homes•         80' 60' 40' and 33 ' wide black top roads•         Underground drainage•         Underground electricity with Street Lighting•         Gated community•         Compound wall with solar fencing•         Club house with swimming pool•         100% clear title","₹ 83,73,000",https://apollo-singapore.akamaized.net:443/v1/files/7sjwbvy4ang03-IN/image,"India, Telangana, Hyderabad, Adibatla"
267 square yards independent house West facing,"JB Serene City is a 540-acre mega development venture of JB Infra Projects. At this place, you will enjoy the charm of serene country life, which meets the uniqueness of a thriving urban city. It is actually located in Ibrahimpatnam on Nagarjunasagar Road, next to Guru Nanak Group of Institutions. Well-reputed educational institutes, world-class IT companies like TCS, Cognizant and Hyderabad International Airport are all in the proximity.Top IT companies like TCS and Cognizant have huge campuses in Adibatla, which is just 15 mins drive from this place. TATA Aerospace SEZ and Tata Lockheed Martin are also located in the vicinity. With such excellent connectivity, JB Serene City is bound to become the most sought-after destination for both the new home seekers and investors alike.Features:•         Well-laid blacktop roads•         Underground electricity with Street Lighting•         Gated community•         Compound wall with solar fencing•         Clubhouse with swimming pool•         Avenue Plantation•         Water lines to individual plots•         Children play area•         24 hours Security","₹ 81,06,000",https://apollo-singapore.akamaized.net:443/v1/files/cot2sldwlq6k3-IN/image,"India, Telangana, Hyderabad, Adibatla"
200 square yards independent house East facing,"JB Infrastructures presents JB’s Serene City Villas in Adibatla, Hyderabad. JB Infrastructures has effectively developed and implemented several real estate ventures in Hyderabad. All the ventures are successfully planned and executed with custom-made features. JB ventures offer customized housing options, residential investments, business real estate establishment and so on.JB Serene City is a 540-acre mega development venture of JB Infra Projects. At this place, you will enjoy the charm of serene country life, which meets the uniqueness of a thriving urban city. It is actually located in Ibrahimpatnam on Nagarjunasagar Road, next to Guru Nanak Group of Institutions. Well-reputed educational institutes, world-class IT companies like TCS, Cognizant and Hyderabad International Airport are all in the proximity.Top IT companies like TCS and Cognizant have huge campuses in Adibatla, which is just 15 mins drive from this place. TATA Aerospace SEZ and Tata Lockheed Martin are also located in the vicinity. With such excellent connectivity, JB Serene City is bound to become the most sought-after destination for both the new home seekers and investors alike.Features:","₹ 62,20,000",https://apollo-singapore.akamaized.net:443/v1/files/peuy00tig7091-IN/image,"India, Telangana, Hyderabad, Adibatla"
House for sale,"400sq yards,garden with trees,swimming pool,40*40 open area,1km to hnk chourasta  reddypuram road near gollapaaly petrol bunk lrs and building permision  G+1.  Loan  available.High quality construction.","₹ 1,09,00,000",https://apollo-singapore.akamaized.net:443/v1/files/w1wk1i9l0q6d-IN/image,"India, Telangana, Warangal, Hanamkonda"
1000 sft 2BHK Ready to move Independent house available near ecil,"*Available Independent houses from 100sqyrds to 190 sqyrds*10% Extra Amenities chargesJust 4 km from ECIL1) Compound Wall around the Venture2) CC Roads3) Round the Clock Security4) 24 Hours water & Electricity5) Under Ground Drainage System6) Avenue Plantation7) Childrens Play Area8) Super Market1) Loan Approved Project From Nationalized Banks & Gic 80% On Offer Price2) Near To Requel Ford International School, Jubeeli Hills Public School, St Andrews School3) Near To More & Ushodaya Super Market, Vishal & Dmart4) Very Close To The Aditya Multi Speciality Hospitals, Vijaya & Sudha Hospitals5) 10 Minits Drive To Pocharam Infosys And It Corridor6) With In The Orr Keesara & Gathkesar, With Ghmc Limits7) 5 Mins Driver to ORR","₹ 56,00,000",https://apollo-singapore.akamaized.net:443/v1/files/e4ybcpybjl852-IN/image,"India, Telangana, Hyderabad, ECIL"
100% vastu  solar fencing 24/7 security ample car parking AT KOLLUR,100% vastu  solar fencing 24/7 security ample car parking,"₹ 34,00,000",https://apollo-singapore.akamaized.net:443/v1/files/qt0paaa9hg432-IN/image,"India, Telangana, Hyderabad, Lingampalli"
2 BHK Flat for sale near Pragathi Nagar,"Opp JNTU just 3.5 km, same distance from Metro station. Very close to shopping malls, super markets, schools & colleges. Near to public transport.100% Vastu compliance. East Facing  in second floor. Pooja room.Road facing Balcony. Good natural ventilation. Pollution free area. No water problem. Manjeera water available.separate water meters for each Flats. So hassle free maintenance system.Loan available.  Price negotiable to outright buyers.Only Two wheeler parking.  No Car parking","₹ 29,00,000",https://apollo-singapore.akamaized.net:443/v1/files/z5ruscj5esun2-IN/image,"India, Telangana, Hyderabad, Pragathi Nagar"
267 square yards  Duplex Villas North West  facing,"JB Infrastructures presents JB’s Serene City Villas in Adibatla, Hyderabad. JB Infrastructures has effectively developed and implemented several real estate ventures in Hyderabad. All the ventures are successfully planned and executed with custom-made features. JB ventures offer customized housing options, residential investments, business real estate establishment and so on.JB Serene City is a 540-acre mega development venture of JB Infra Projects. At this place, you will enjoy the charm of serene country life, which meets the uniqueness of a thriving urban city. It is actually located in Ibrahimpatnam on Nagarjunasagar Road, next to Guru Nanak Group of Institutions. Well-reputed educational institutes, world-class IT companies like TCS, Cognizant and Hyderabad International Airport are all in the proximity.Top IT companies like TCS and Cognizant have huge campuses in Adibatla, which is just 15 mins drive from this place. TATA Aerospace SEZ and Tata Lockheed Martin are also located in the vicinity. With such excellent connectivity, JB Serene City is bound to become the most sought-after destination for both the new home seekers and investors alike.Features:•         Well-laid blacktop roads•         Underground electricity with Street Lighting•         Gated community•         Compound wall with solar fencing•         Clubhouse with swimming pool•         Avenue Plantation•         Water lines to individual plots•         Children play area•         24 hours Security","₹ 1,15,86,500",https://apollo-singapore.akamaized.net:443/v1/files/n25v5vzf1m1g2-IN/image,"India, Telangana, Hyderabad, BN reddy nagar"
267 square yards Duplex Villas south east facing,"JB Serene City is a 540-acre mega development venture of JB Infra Projects. At this place, you will enjoy the charm of serene country life, which meets the uniqueness of a thriving urban city. It is actually located in Ibrahimpatnam on Nagarjunasagar Road, next to Guru Nanak Group of Institutions. Well-reputed educational institutes, world-class IT companies like TCS, Cognizant and Hyderabad International Airport are all in the proximity.Top IT companies like TCS and Cognizant have huge campuses in Adibatla, which is just 15 mins drive from this place. TATA Aerospace SEZ and Tata Lockheed Martin are also located in the vicinity. With such excellent connectivity, JB Serene City is bound to become the most sought-after destination for both the new home seekers and investors alike.Features:•         Well-laid blacktop roads•         Underground electricity with Street Lighting•         Gated community•         Compound wall with solar fencing•         Clubhouse with swimming pool•         Avenue Plantation•         Water lines to individual plots•         Children play area•         24 hours Security Features•         Villas and budget homes•         80' 60' 40' and 33 ' wide black top roads•         Underground drainage•         Underground electricity with Street Lighting•         Gated community•         Compound wall with solar fencing•         Club house with swimming pool•         100% clear title•         Beautiful entrance with separate entry and exit gates•         Avenue Plantation•         Water lines to individual plots•         Well-developed parks•         Children play area•         24 hours SecuritySEZs and Work Places•         TCS Adibatla","₹ 1,15,19,750",https://apollo-singapore.akamaized.net:443/v1/files/vq72shwmuheu3-IN/image,"India, Telangana, Hyderabad, LB Nagar"
267 square yards Duplex Villas East facing,"Adibatla village is situated in the Ranga Reddy District of Telengana, India. The most famous TATA Aerospace SEZ is located here. Besides the Tata unit, MTAR and other local manufacturers are located both within and outside the SEZ. Being located in the southern part of Hyderabad, Adibatla is an upcoming region that has a large number of reputed IT Companies such as TCS and Cognizant in the vicinity.Connectivity & Proximity:Adibatla has a great connectivity through the Outer Ring Road. It connects the locality areas such as Bongulur, Raviryal, and Srinagar, further intersecting NH-9, Nagarjuna Sagar Road and State Highway 5 (SH-5).•         The ORR also links Adibatla to Vanasthalipuram, Hastinapuram and Chandrayangutta. Other major areas in Hyderabad and Secundrabad can also be reached by taking this road.•         The nearest bus stop is Bongulur Bus Stop, which is situated 3 km from here and it facilitates intra-city •         Well-laid blacktop roads•         Underground electricity with Street Lighting•         Gated community•         Compound wall with solar fencing•         Clubhouse with swimming pool•         Avenue Plantation•         Water lines to individual plots•         Children play area•         24 hours Security Features•         Villas and budget homes•         80' 60' 40' and 33 ' wide black top roads•         Underground drainage•         Underground electricity with Street Lighting•         Gated community•         Compound wall with solar fencing•         Club house with swimming pool•         100% clear title","₹ 1,14,53,000",https://apollo-singapore.akamaized.net:443/v1/files/o9khdfcbnxwv-IN/image,"India, Telangana, Hyderabad, LB Nagar"
200 square yards independent house West facing,"PROJECT HIGHLIGHTS:	HMDA Approved layout	100,80,60,40 & 33 feet internal roads	Underground cabing (Electricity)	Entire layout compound wall with solar fencing	24*7 securityDrinking water facility via Krishna water pipeline	Club house with high amenities•	Life time free membership at club house	Avenue plantation Underground drainage systemLOCATION HIGHLIGHTS:•	100% clear title HMDA layout•	Near by BDL, OCTOPUS, TCS, COGNIZANT, TATA AERO SPACE, TATA ADVANCE  SYSTEM, TATA AERO PARK, many.•	Educational Institutions •	Between ORR & RRR•	Airpoert in 20 mins drive away.","₹ 60,20,000",https://apollo-singapore.akamaized.net:443/v1/files/cc9n5x38al2i3-IN/image,"India, Telangana, Hyderabad, Adibatla"
3 BHK 2 AND 3 FLOOR FOR SALE AT ALAPATHI NAGAR. HUDA LAYOUT.,3 BHK 2nd AND 3 rd FLOOR FOR SALE AT ALAPATHI NAGAR. HUDA LAYOUT. With permission.,"₹ 70,00,000",https://apollo-singapore.akamaized.net:443/v1/files/6lrzgltwkvsv2-IN/image,"India, Telangana, Hyderabad, Mehdipatnam"
2 bhk for rent,2 bhk for rent in prime location 5mins  walk to kphb metro,"₹ 12,000",https://apollo-singapore.akamaized.net:443/v1/files/dgkxrd1timop3-IN/image,"India, Telangana, Hyderabad, Kukatpally"
"1 Bhk House for Rent, 2nd Phase Allwyn colony, Kukatpally","1 Bhk House for Rent, 2nd Phase Allwyn colony, KukatpallyFor Family Only","₹ 10,000",https://apollo-singapore.akamaized.net:443/v1/files/1w8ytkdqaddz1-IN/image,"India, Telangana, Hyderabad, Allwyn Colony"
FLAT FOR RENT,"3BHK flat for rent Huda colony ,tanasha nagar ,near by O.U colony a peacefull colony prefer for families, IT,Bank, employees","₹ 24,000",https://apollo-singapore.akamaized.net:443/v1/files/u1hc24eklotw1-IN/image,"India, Telangana, Hyderabad, Manikonda"
2bhk Flats Pre-launch@Wipro Circle,Premium 2bhk flats on pre-launch sale in luxury gated community at Gopanpalli near Wipro Circle,"₹ 48,10,000",https://apollo-singapore.akamaized.net:443/v1/files/pabjzalh4o9e2-IN/image,"India, Telangana, Hyderabad, Gachibowli"
Premium villas in 300 Sq.Yds@Shankarpalli,Premium villas in a gated community for sale built in 300 Sq.Yds with 3788 Sft. Club house with world class amenities,"₹ 2,50,00,000",https://apollo-singapore.akamaized.net:443/v1/files/vboalnihbo3q1-IN/image,"India, Telangana, Hyderabad, Shankarpalli"
3BHK FULLY FURNISHED FOR SALE IN GATED COMMUNITY BANJARA HILLS.,"luxury Fully Furnished 3BHK for SALE in Banjarahills Gated Community with 2450sft,North facing,5A/C's,Beds and A/C's in all the Rooms,2Dining Tables 6+2 and 6+2,3Sofa sets,washing machine,Dish washer,double door fridge,Oven2TV's,Remote controlled fans,Centre tables 3,Sound system,gardens chairs in balcony,2Parking,Lift,Gym,pool,Mini function hall,power backup,24/7 Security,Located in peaceful area.PRICE- 2.5FEEL FREE TO CONTACT","₹ 2,50,00,000",https://apollo-singapore.akamaized.net:443/v1/files/ok6w2ynoa79e2-IN/image,"India, Telangana, Hyderabad, Banjara Hills"
24 hours water supply,24 hours water supply building under cctv camera it is newly constructed house,"₹ 8,500",https://apollo-singapore.akamaized.net:443/v1/files/mbto3y6i5yvj1-IN/image,"India, Telangana, Hyderabad, Banjara Hills"
2bhk house for sale,"2bhk independent House for sale,it is notary land, 2 side road 20ft road east side 60ft road west Side, no more repair work , just ready to move,","₹ 35,00,000",https://apollo-singapore.akamaized.net:443/v1/files/j1tgf1cdm5qu3-IN/image,"India, Telangana, Hyderabad, Dammaiguda"
HMDA G+1 VILLAS NEAR BEERAMGUDA RAMESWARAM BANDA,Ready to move HMDA APRROVED GATED COMMUNITY VILLAS AVAILABLE NEAR BEERAMGUDA RAMESWARAM BANDA 21 ACRES PROJECT GATED COMMUNITY,"₹ 72,00,000",https://apollo-singapore.akamaized.net:443/v1/files/x7pwraahkpnq3-IN/image,"India, Telangana, Hyderabad, Kukatpally"
Flat for sale at mallampet,"Gated community2,3bhk flats","₹ 28,56,800",https://apollo-singapore.akamaized.net:443/v1/files/flenb15d0sd42-IN/image,"India, Telangana, Hyderabad, Bachupally"
Flat for sale at mallampet,Gated community,"₹ 36,00,000",https://apollo-singapore.akamaized.net:443/v1/files/7jkhn3l8jjr81-IN/image,"India, Telangana, Hyderabad, Mallampet"
Flat for sale at kompally,"**KOMPALLY PROJECT DETAILS:*Highway Facing Project Near Anthem Villas at GUNDLAPOHAMPALLI, KOMPALLI.Total Land Area :- 5 AcresProject Type : Gated Community with Required Amenities Structure - Cellar + Stilt + Ground +5Sizes - 2 Bhk - 1027 sft,1172 sft, 1190 sft,  3 Bhk - 1310 sft,1556 sft                             Upfront Payment:Price - 2700/- Per SFT (East 100/- Per SFT extra) - Only for Upfront Payment method.LOAN Option: 3500/- Sft - West and 100/- Extra For East.50% payment in 30 Days (Including Booking Amount 5 Lakh + Eminities+Carparking)  and Remaining 50% Payment Go for Loan or Construction wise Payment.5 lakh Extra for Carparking and Club HouseProject Completion Time - 3 Years from Permission","₹ 27,72,900",https://apollo-singapore.akamaized.net:443/v1/files/j55y9obku0ni-IN/image,"India, Telangana, Hyderabad, Kompalli"
flat for sale at miyapur 29.56laks,"LUXURIOUS Flats AT Miyapur GATED COMMUNITYRERA Approved Project2bhk-29.56laks2bhk-40laks3bhk-44.2laksExtra for(amentities,car parking,legal charges,premium charges)100% payment with in one month","₹ 29,56,800",https://apollo-singapore.akamaized.net:443/v1/files/8fycsv7o2bno3-IN/image,"India, Telangana, Hyderabad, Miyapur"
"JUST PAY 25%,REMAIN LOAN",SPECIAL OFFER ..PRELAUNCH OFFER ..Flat for sale at MIYAPUR .Mega gated community1000Flats 9TowersG+13Floors2bhk -1210sft TO 1330sft3bhk -1510sft TO 1940sft**Note: please forward to your friends and colleagues wtsup groups****This offer VALID FOR 30SEP2020 only**More details:,"₹ 48,38,790",https://apollo-singapore.akamaized.net:443/v1/files/jxv163we7wrp3-IN/image,"India, Telangana, Hyderabad, Miyapur"
Flat for sale at adibatla 2200/- per sft,Flat for sale at adibatlaGated community2200/-per sft Including carparking +amenities +gst+registration,"₹ 33,00,000",https://apollo-singapore.akamaized.net:443/v1/files/15j1uhxgx7p91-IN/image,"India, Telangana, Hyderabad, Adibatla"
Flat for sale at 2200/- per sft,Flat for sale at 2200/- per sft,"₹ 22,00,000",https://apollo-singapore.akamaized.net:443/v1/files/7howmb3bdp1r2-IN/image,"India, Telangana, Hyderabad, Adibatla"
"1BHK, CEMENT ASBOUSTOS HOUSE'","Need to store water,no taps, indipendent House","₹ 4,500",https://apollo-singapore.akamaized.net:443/v1/files/gtcs6p1freso-IN/image,"India, Telangana, Hyderabad, Lingampalli"
2bhk flat for sale at miyapur,Gated communityHmda approvelRera approvel,"₹ 35,00,000",https://apollo-singapore.akamaized.net:443/v1/files/hgux0b3i9myc2-IN/image,"India, Telangana, Hyderabad, Miyapur"
"Commercial Property for SALE , Rents- ₹50k per month, @Jagadgiri Gutta","Commercial Property for SALE Prime Location : Jagadgiri Gutta 80 Sq.YardsG+2 , ₹50000/- Rentals per month₹1.40 cr","₹ 1,40,00,000",https://statics.olx.in/olxin/misc/emptyState_v1.png,"India, Telangana, Hyderabad, Jagadgiri Gutta"
Begumpet area rent for new home only for family,House for rent begumpet for new house only for family,"₹ 15,000",https://apollo-singapore.akamaized.net:443/v1/files/tzeditqbdjap1-IN/image,"India, Telangana, Hyderabad, khairatabad"
Godown for rent,1800sft 38*50 shed size. Outer ring road Exit no 5  d pocham pally service road 1 st bit back side 30ft road 3 phase current avilable,"₹ 26,000",https://apollo-singapore.akamaized.net:443/v1/files/nevrh4l7ebuc1-IN/image,"India, Telangana, Hyderabad, Dommari Pochampalli"
Fully furnished house for rent,"TOTAL 3 FLATS FOR RENT 1 FULLY FURNISHED RENT 28,000/- (negotiable)2  UNFURNISHED.  13,500 negotiable, 10,0001 FULLY FURNISHED FOR RENT A well-Built west facing 2 bhk fully furnished flat available for rent 28,000/- SLIGHTLY NEGOTIABLE, new mallapally hyderabad. The apartment is situated on the 3rd floor. It consists of 1 balconie, and is furnished with: Geysers, ac, fan, lights, modular kitchen, wardrobes, dining table, sofas, tv, mattress, coolers, gas stove, microwave oven, refrigerator, water purified24 HRS WATER , SECURITY","₹ 10,000",https://apollo-singapore.akamaized.net:443/v1/files/4jo3ef16mgi31-IN/image,"India, Telangana, Hyderabad, Nampally"
*Budgeted Area 2BHK 720sqft house/ available for Sale,*Budgeted Area 2BHK 900 sft available for Sale,"₹ 43,00,000",https://apollo-singapore.akamaized.net:443/v1/files/il75qkv5bf4e3-IN/image,"India, Telangana, Hyderabad, Mohammed Nagar"
2BHK Apartment for rent,2bhk apartment for rent in Malkajgiri.,"₹ 9,000",https://apollo-singapore.akamaized.net:443/v1/files/69gfdcwq1cdp3-IN/image,"India, Telangana, Hyderabad, Malkajgiri"
NR infra G+1 villa available near beeramguda Rameswaram Banda,NR infra projects..READY TO MOVE HMDA APPROVED VILLA PROJECT NEAR BEERAMGUDA RAMESWARAM BANDA 21 ACRES PROJECT GATED COMMUNITY,"₹ 75,00,000",https://apollo-singapore.akamaized.net:443/v1/files/yb4orqxy228t1-IN/image,"India, Telangana, Hyderabad, Miyapur"
8 Acres Ultra Luxurious Gated Community Project @ Kollur,"EVK  AVASA - KOLLUR8 acres ultra luxurious gated community project @ kollur1.2 km from Hyderabad Orr exit no :210 mins drive to all it companies7 high rise towers g+17 floors and 2 cellers2 Bhk and 3 Bhk flats with 1040 to 2415 Sq. Ft, area  east and west flats100% vastu  solar fencing 24/7 security ample car parkingSwimming pools childrens play area club house ideal location3 years handover time from the date of HMDA and rera approvals","₹ 31,00,000",https://apollo-singapore.akamaized.net:443/v1/files/fu1h9zdbmdyh-IN/image,"India, Telangana, Hyderabad, Tatianaram"
Neat clean apartment for rent,Superb delux for rent,"₹ 16,000",https://apollo-singapore.akamaized.net:443/v1/files/tdn43c384cma2-IN/image,"India, Telangana, Hyderabad, Moosarambagh"
Pent house with 2 Rooms available for rent,"Pent house available for rent.2 Rooms, kitchen, Indian bath room.Wash Area. Exact location: 1.5kms from south India shopping mall, Usha mullapudi hospital road, beside Allwyn colony last bus stop, Kukatpally Please let me know if you are interested.","₹ 5,000",https://apollo-singapore.akamaized.net:443/v1/files/fvbcnh6khqk-IN/image,"India, Telangana, Hyderabad, Allwyn Colony"
Good construction with best quering and best fishing,"Rcc framed structure, walls r totally constructed with red brick and cement mortar, intern end external walls r sponge fined walls respect tively, Main door is take wood and remaining door r flush doors, vertified tiles and UPVC windows with safty grills.","₹ 35,00,000",https://apollo-singapore.akamaized.net:443/v1/files/i001ho90fou22-IN/image,"India, Telangana, Hyderabad, Bachupally"
I want rent hause,I want rent hause,"₹ 3,000",https://apollo-singapore.akamaized.net:443/v1/files/85cfpuigamac1-IN/image,"India, Telangana, Mahbubnagar, Kuruhina Shetty Colony"
Independent house 440 square yard,Indipendent house 440 square yard west facing..main road to 3 house.decent colony Saraswati  school opposite. Old construction 3 portions available.,"₹ 95,00,000",https://apollo-singapore.akamaized.net:443/v1/files/p05id87fh66q3-IN/image,"India, Telangana, Miryalaguda, Thallagadda"
Flat for sale at 14laks kadthal,Gated community1350/- per sft only..It's only out rate,"₹ 14,00,000",https://apollo-singapore.akamaized.net:443/v1/files/8tpom30ih58j3-IN/image,"India, Telangana, Hyderabad, Tukkuguda"
3bhk flat  1500sft 30laks,"Flat for sale at shamirpet 8.5acers ultra luxurious  gated community project 1km from HYD orr exit 5high rise towers G+9floors 700flats 2bhk,3bhk flats 1000sft to 1700sft100%vastuAmple carparkig Children play area Swimming poolsIdeal location3years handover  after hmda and rera approvals","₹ 30,00,000",https://apollo-singapore.akamaized.net:443/v1/files/7iayuzz3mlcb1-IN/image,"India, Telangana, Hyderabad, Shamirpet"
North facing 200sqyards lrs full paidand all facilities are available,North facing 200 sq yards full lrs paid and all facilities are available and fully furnished and the cost is 1crore 50lakhs is price,"₹ 1,50,00,000",https://apollo-singapore.akamaized.net:443/v1/files/lezzitymnzag2-IN/image,"India, Telangana, Hyderabad, HayathNagar"
2 BHK House for rent at bandlaguda.nagole,2 BHK House for rent at bandlaguda.nagole,"₹ 12,500",https://apollo-singapore.akamaized.net:443/v1/files/e4w2j6z4yzab-IN/image,"India, Telangana, Hyderabad, Nagole"
2Bhk Near 100 Feet Road Madhapur Ayapa society for rent,"2Bhk Semi furnished with  Bed and Fan, Lights and AC fittings include all we will give it for rent","₹ 16,500",https://apollo-singapore.akamaized.net:443/v1/files/leaz1mbwp8ng1-IN/image,"India, Telangana, Hyderabad, Madhapur"
1-7_1167 advocates colony rood no1. aposit sr high school,For rent Singal bedroom hall kitchen with 2wash rooms,"₹ 10,000",https://apollo-singapore.akamaized.net:443/v1/files/niprl617p2vw-IN/image,"India, Telangana, Warangal, Santosh Nagar"
