title,description,price,images_url,location
2 BHK FLAT FOR RENT AT ATTAPUR NEAR MANTRA MALL,"Well ventilated, spacious, independent 2 BHK Flat in First Floor near Pillar# 180,  Near Mantra Mall, Attapur is available for monthly rent. Marble floor, 24 hours water supply, single scooter parking. Suitable for IT employed working Family and employed male Bachelors. Area surrounded by decent residential colonies. Nearby schools, colleges, hospitals and banks. Also supermarkets and branded showrooms at walkable distance to Main Road. Very fast and easy approach to Hi-Tech City, Gachibowli. Interested party may contact owner by phone.","₹ 9,000",https://apollo-singapore.akamaized.net:443/v1/files/d0tb3yfpq6f7-IN/image,"India, Telangana, Hyderabad, Attapur"
Vijaya builder,"Need to money urgent sale These words include “fixer,” “TLC,” and “cosmetic.” Why? Unless you’re looking to flip a home, these words imply the home requires a lot of work. While these words are not outright negative, they give potential home buyers the impression there is a lot of room to negotiate. Save these words unless you have a home that needs a lot of work and is priced accordingly.","₹ 50,00,000",https://apollo-singapore.akamaized.net:443/v1/files/x8ae8p30b0rq-IN/image,"India, Telangana, Nirmal, Bagulwada"
Independent house,75lacs it will nagoshible,"₹ 75,00,000",https://apollo-singapore.akamaized.net:443/v1/files/27j5h62znufr3-IN/image,"India, Telangana, Hyderabad, Tadbun"
Need a room mate for sharing 3000,Very neat and good room,"₹ 3,000",https://apollo-singapore.akamaized.net:443/v1/files/3hcrrjh5rd802-IN/image,"India, Telangana, Hyderabad, Madhapur"
Single room available in a fully furnished flat,Single room available in a fully furnished 3BHK flat with all furniture included.Rent for single room is 14000/-Two other rooms are occupied.,"₹ 14,000",https://apollo-singapore.akamaized.net:443/v1/files/hxtx2xizkw9x1-IN/image,"India, Telangana, Hyderabad, Madhapur"
Urgent money,Urgent money,"₹ 6,50,000",https://apollo-singapore.akamaized.net:443/v1/files/6v21c8avrv8i-IN/image,"India, Telangana, Sircilla, Venkampet"
Independent house,Independent houses at balaji nagar sultanpur township land mark sunshine valley backside 2bhk 100 sq yard to 150 sq yard36 lakh to 58 lakh price negotiable Open plots also we have 160 sq yrd to 250 sq yard and price per sq yard 21000 per sq yardLess  than half kilometres from main road,"₹ 36,00,000",https://apollo-singapore.akamaized.net:443/v1/files/ifc7m5nly5qt1-IN/image,"India, Telangana, Hyderabad, Sultanpur"
House for Rent,"Residential house for Rent ,Khammam","₹ 7,500",https://apollo-singapore.akamaized.net:443/v1/files/fkblq7qgg66o3-IN/image,"India, Telangana, Khammam, Mayuri Center"
Mainroad penthouse,Single room with attached bathroom and cooking area all bills included 24hrs water supply.,"₹ 5,000",https://apollo-singapore.akamaized.net:443/v1/files/brw21pam0yh1-IN/image,"India, Telangana, Hyderabad, Balkampet"
"CYRUS GROUP,  REAL ESTATE COMPANY  IN VANASTHALIPURAM, HYDERABAD","MOST TRUSTED REAL ESTATE COMPANY IN HYDERABAD, DEAL ONCE TRUST FOREVER,","₹ 58,00,000",https://apollo-singapore.akamaized.net:443/v1/files/qyphkdoxt4572-IN/image,"India, Telangana, Hyderabad, Vanasthalipuram"
1BHK FLATS FOR RENT AT BANJARA HILLS  ROAD NO 10 ZEHRA NAGAR,"1BHK Semi furnished flats for rent at zehra nager, Road no 10, Banjarahills. 1. 24hrs water facilitie (driniking+borewell)2. Well maintained building 3. Very near to road, walkable distance.4. Separate electric sub meter5. Recently painted flats","₹ 8,500",https://apollo-singapore.akamaized.net:443/v1/files/z1ndr2smfi292-IN/image,"India, Telangana, Hyderabad, Banjara Hills"
Want to another one,House for sale,"₹ 12,00,000",https://apollo-singapore.akamaized.net:443/v1/files/xmrz6stbs2zf2-IN/image,"India, Telangana, Manugur, Ashok Nagar"
G+3 house on 110sq yards for sale,"G+3 house on 110sq yards for sale. Ground floor half parking with 2 single rooms and 1 bathroom, 1st and 2nd floor 2bhk, Third floor open area(no rooms)","₹ 1,90,00,000",https://apollo-singapore.akamaized.net:443/v1/files/758c7g6ujzhi-IN/image,"India, Telangana, Hyderabad, Yousuf Guda"
Beeramguda HMDA APRROVED GATED COMMUNITY VILLAS AVAILABLE NEAR BEERAMG,Ready to move VILLAS AVAILABLE NEAR BEERAMGUDA,"₹ 75,00,000",https://apollo-singapore.akamaized.net:443/v1/files/jzfdpes666uk-IN/image,"India, Telangana, Hyderabad, Patelguda"
Beeramguda near HMDA APRROVED GATED COMMUNITY VILLAS,Beeramguda daggarlo villas available HMDA,"₹ 74,00,000",https://apollo-singapore.akamaized.net:443/v1/files/5ntuii8kcczj-IN/image,"India, Telangana, Hyderabad, Chanda Nagar"
Room available for rent,Two rooms with kitchen and attached bathroom available for rent. Contact for more details,"₹ 6,000",https://apollo-singapore.akamaized.net:443/v1/files/2kdgmvq4iktl3-IN/image,"India, Telangana, Secunderabad, Adda Gutta Lohiya Nagar"
3 bhk ready to move flats for sale at Raghava colony Tolichowki,Ready to move flats for sale at Tolichowki 3 bhk Fully ventilatedFront side flatTwo liftsGenerator for two lifts and common areasSlaughter houseWater harvesting pitAnd many morePlz contact,"₹ 58,00,000",https://apollo-singapore.akamaized.net:443/v1/files/dhzj9ajvm0ew2-IN/image,"India, Telangana, Hyderabad, Tolichowki"
2BHK AND 3 BHK FLAT FOR SALE IN PADMARAO NAGAR UNDER CONSTRUCTION,"2BHK and 3 BHK Flat for Sale Under Construction with North East Facing and Spacious  RoomsPeaceful environment road face viewFlat Area: 900 sft and 1100 sftLOCATION : Balram Compound, Padmarao Nagar, near EID GHAHAMENITIES :Manjeera water & Bore Water facility   lift /visitor parkingPRICE: 6400 PER SFTPRICE NEGOTIABLE FOR MORE DETAILS CONTACT ON GIVEN NUMBER BYTROWEL CONSTRUCTION","₹ 57,60,000",https://apollo-singapore.akamaized.net:443/v1/files/oyfch4ait1qf-IN/image,"India, Telangana, Hyderabad, Padma Rao Nagar"
2 BHK FLAT FOR RENT,"2 BHK flat on FIRST FloorLocated at Ahmed Nagar, First Lancer, Hyd.Landmark - Near Owaisi Playground2 Big rooms, 1 Hall, 1 Kitchen  1 common bathroom Fresh Drinking Water24 Hours Borewell WaterGood VentilationZero water chargesSeparate Electric meter CCTV coverage 24 X 72 Bike Parking availableSurrounding areas are Masab Tank, Nai basti, Humayun Nagar, Owaisi Pura, Mehdipatnam","₹ 10,000",https://apollo-singapore.akamaized.net:443/v1/files/tcrxegj9b5r2-IN/image,"India, Telangana, Hyderabad, Ahmed Nagar"
2bhk flat  for rent,2bhk flat for rent 2 months advance,"₹ 12,000",https://apollo-singapore.akamaized.net:443/v1/files/6m1hs970ih0z1-IN/image,"India, Telangana, Hyderabad, Moosarambagh"
1BHK at Mahabubnagar,1BHK at Boyapally gate Mahabubnagar,"₹ 4,000",https://apollo-singapore.akamaized.net:443/v1/files/ppcmzaxkh7om1-IN/image,"India, Telangana, Mahbubnagar, Mothinagar"
HMDA g+1 villa available near beeramguda Rameswaram Banda,READY TO MOVE HMDA APPROVED VILLA AVAILABLE NEAR BEERAMGUDA RAMESWARAM BANDA 21 ACRES PROJECT GATED COMMUNITY,"₹ 75,00,000",https://apollo-singapore.akamaized.net:443/v1/files/dqc3tyxqe1ep3-IN/image,"India, Telangana, Hyderabad, Chanda Nagar"
Ready to move near IOC PETROL BUNK MUSTAFA NAGAR,East face 30*60 G+1 fully luxurious home Trusted house owner Ground floor 1BHK 1st floor 2BHK Pollution less Pies full area One’s visiting and Thinking,"₹ 96,00,000",https://apollo-singapore.akamaized.net:443/v1/files/0g0dki9vlax2-IN/image,"India, Telangana, Khammam, Mustafa Nagar"
1 Bhk for rent near kalimandir,1 Bhk for rent near kalimandir24/7 water is Available,"₹ 5,500",https://apollo-singapore.akamaized.net:443/v1/files/vu81mvc6k8u72-IN/image,"India, Telangana, Hyderabad, Bandlaguda"
G+1 villa available near beeramguda Rameswaram Banda,HMDA APRROVED GATED COMMUNITY VILLAS AVAILABLE NEAR BEERAMGUDA RAMESWARAM BANDA 21 ACRES PROJECT GATED COMMUNITY,"₹ 72,00,000",https://apollo-singapore.akamaized.net:443/v1/files/0d3w2tnsy1jp-IN/image,"India, Telangana, Hyderabad, Miyapur"
READY TO MOVE HMDA VILLAS NEAR BEERAMGUDA,HMDA APRROVED GATED COMMUNITY VILLAS AVAILABLE NEAR BEERAMGUDA RAMESWARAM BANDA,"₹ 80,00,000",https://apollo-singapore.akamaized.net:443/v1/files/rsm1qunyye77-IN/image,"India, Telangana, Hyderabad, Chanda Nagar"
1 BK Fully Furnished Flat for rent in Gachibowli,"This quiet fully_furnished 1 BK independent house for boys is located at Mig 194, Indira Nagar Lane Beside Kfc, Gachibowli, Hyderabad 500032, Hyderabad and is close to the major commercial centres of the area. This independent house with a floor space of 600 sq.ft in total. It has one bathroom with all facilities. It can be rented at ₹16000 for a full house. Book it now!Interested Ones Can Contact Me","₹ 16,000",https://apollo-singapore.akamaized.net:443/v1/files/mrfe43ry5ir01-IN/image,"India, Telangana, Hyderabad, Gachibowli"
"133 sq.yds Old house for sale,  registry house 37 k per sq.yds.","Clear title with link documents old house, 2 rooms with open place, price 37 k per sq.yds. price slightly negotiable don't time pass serious buyer can be contact me","₹ 37,000",https://apollo-singapore.akamaized.net:443/v1/files/y5m06ray4wk63-IN/image,"India, Telangana, Hyderabad, Jiya Guda"
"It is a single bedroom, 1BHK","It is for family, 1BHK","₹ 6,500",https://apollo-singapore.akamaized.net:443/v1/files/fqtj2ct91jz6-IN/image,"India, Telangana, Hyderabad, Ramanthapur"
Single bedroom for Lease in 1st and 3rd floor,Single bedroom for Lease in 1st and 3rd floor,"₹ 5,00,000",https://apollo-singapore.akamaized.net:443/v1/files/lszt4sliw40w2-IN/image,"India, Telangana, Hyderabad, Moti Nagar"
2 BHK Semi Furnished Flat for rent in Kphb,"Looking for a quiet 2 BHK semi_furnished flat house for boys, girls, and family at an affordable price in Kukatpally, Hyderabad? Then, this is right one for you. This house has a floor size of 1000 sq.ft which features two bedrooms and one bathroom, priced at ₹15000 for full house. Book now before somebody else does!Interested Ones Can Contact me","₹ 15,000",https://apollo-singapore.akamaized.net:443/v1/files/j3bkjyoaqyii-IN/image,"India, Telangana, Hyderabad, KPHB"
G+2floors with hall kitchen and double bedroom with attached bathrooms,Only 2nd floor is available (Not for selling only for rent newly constructed house),"₹ 6,999",https://apollo-singapore.akamaized.net:443/v1/files/7xar9u3phuqf3-IN/image,"India, Telangana, Warangal, Kumarapalle"
House for sale,Fantastic looking for house g+1,"₹ 72,00,000",https://apollo-singapore.akamaized.net:443/v1/files/qlsgqlo1leon-IN/image,"India, Telangana, Hyderabad, Chandrayangutta"
2 BHK Semi Furnished Flat for rent in Kphb,"Looking for a charming 2 BHK semi_furnished apartment for girls and family at an affordable price in Kukatpally, Hyderabad? Then, this is the right one for you. This house has a floor size of 1200 sq.ft which features two bedrooms and, priced at ₹17000 for the full house. . Book now before somebody else does!","₹ 17,000",https://apollo-singapore.akamaized.net:443/v1/files/hwjjzbempgdx-IN/image,"India, Telangana, Hyderabad, KPHB"
Pre-launch 4bhk Villas@Kollur,Premium 4bhk villas in 318 Sq.Yrds in 45 acres gated community at pre-launch price in Pati-Kollur,"₹ 1,90,00,000",https://apollo-singapore.akamaized.net:443/v1/files/g69x0ojhqswn-IN/image,"India, Telangana, Hyderabad, Kollur"
Premium 3bhk flats@Himayatnagar,Premium 3bhk flats with different sizes in east/west/north facing options in a gated community with all world class amenities. Flat sizes: 1460 Sft 1555 Sft 1650 Sft 1795 Sft 1810 Sft 1915 Sft 2135 Sft 2205 Sft,"₹ 1,50,00,000",https://apollo-singapore.akamaized.net:443/v1/files/4vr2kdblxkz01-IN/image,"India, Telangana, Hyderabad, Himayat Nagar"
@ brindavan colony  3 bhk flats for sale Tolichowki,"Home is where the heart is A perfect home for prosperity A well thought design A well connected location Flexible floor space Stunning elevation It is a perfect investment for home buyers who want private, premium and perfect living spaces that are surrounded by green environs and ample sunlight,all in a location that conveniently connects you to everyday needs. Uninterrupted Power backup For common areas and Lift 24 /7Invertors for individual flats Sufficient car parking and 2  wheeler parking space Bore water with sump Separate municipal water for drinking Qurbani provision Water harvesting pit And many more For more details contact","₹ 76,66,000",https://apollo-singapore.akamaized.net:443/v1/files/g9k08s9iqrqc3-IN/image,"India, Telangana, Hyderabad, Sabza Colony"
G+1 building at Narapally. HMDA approved Township.,G+1 building is available at Narapally.1 BHK with car parking in ground floor and 2 BHK at first floor.111 sqyds land.10 minutes drive to Infosys.10 minutes drive to Uppal depo.HMDA approved Township.Bank loan from all Major banks.,"₹ 72,00,000",https://apollo-singapore.akamaized.net:443/v1/files/601ru9i5xv0f1-IN/image,"India, Telangana, Hyderabad, Narapally"
"ARAVIND NAGAR, OPP SRI NAGAR AUTO STAND BEHIND CHIkKMATH  HOSPITAL",PROPERTY HOME,"₹ 39,00,000",https://apollo-singapore.akamaized.net:443/v1/files/tooqv8g5qc0m2-IN/image,"India, Telangana, Kapra, Aravind Nagar"
Looking for investors 5cr to 50cr,"Flats for sale at patancheruHighly gated communityReputed builder Looking for investor G+20floors2000flats1,2,3bhk flats","₹ 5,00,00,000",https://apollo-singapore.akamaized.net:443/v1/files/lbgowsva94tv2-IN/image,"India, Telangana, Hyderabad, BHEL"
Ready to move VILLAS AVAILABLE NEAR BEERAMGUDA,READY TO MOVE HMDA VILLAS AVAILABLE NEAR BEERAMGUDA,"₹ 80,00,000",https://apollo-singapore.akamaized.net:443/v1/files/ir0qo4fwu1bk2-IN/image,"India, Telangana, Kukatpally, Mayari Nagar"
"Independent Houses just 45L in Gated community @Turkapally,Shamirpet","Independent houses and villas in Luxury Gated community with 5star amenities @Shamirpet Turkapally,main Karimnagar highway bit,52 acres land,700 above VillasPre launching offer is going on just 45L 157 sq yards land ..1030 sft builtup area,Villa 63LCl.us for site visit","₹ 45,00,000",https://apollo-singapore.akamaized.net:443/v1/files/ekglrpdo8a0d2-IN/image,"India, Telangana, Hyderabad, Turkapally"
Home for rent at madanapet,1 floor for rent at madanapet near eidga,"₹ 8,000",https://apollo-singapore.akamaized.net:443/v1/files/h8lti143fvuw-IN/image,"India, Telangana, Hyderabad, Santosh Nagar"
==KOLLUR==EVK AVASA==ORR 1KM DISTANCE,"==KOLLUR==EVK AVASA==ORR 1KM DISTANCEHi sir/madamPRE LAUNCH OFFER 2999/SFT.Regular*price*4500/SFT(Registration,GST,car parking and amenities Extra)KOLLUR ICON OF THE IT HYDERABAD* 2999/SFT (with all amenities,GST,car parking and Registration).* 13.5 acres Luxury Gated Community project @ KOLLUR.* 2 & 3 BHK FLATS,Size Ranging from 1040 to 2415 SFT.* 9 High rise Towers.G+18Floors with 2 cellars.* 1 km from Hyderabad ORR Exit no :2.* Near by Kollur IT SEZ.( Google & Apple IT Companies under construction ).* 15 mins drive from Gachibowli IT & Financial District.* 100% vastu, 24/7 security and solar fencing. * World class club House.","₹ 35,08,830",https://apollo-singapore.akamaized.net:443/v1/files/cxh8sunz5axe1-IN/image,"India, Telangana, Hyderabad, Pragathi Nagar"
--EVK AVASA--- KOLLUR--- NEAR BY ORR 1KM DISTANCE-,"--EVK AVASA--- KOLLUR--- NEAR BY ORR 1KM DISTANCE-Hi sir/madamPRE LAUNCH OFFER 2999/SFT.Regular*price*4500/SFT(Registration,GST,car parking and amenities Extra)KOLLUR ICON OF THE IT HYDERABAD* 2999/SFT (with all amenities,GST,car parking and Registration).* 13.5 acres Luxury Gated Community project @ KOLLUR.* 2 & 3 BHK FLATS,Size Ranging from 1040 to 2415 SFT.* 9 High rise Towers.G+18Floors with 2 cellars.* 1 km from Hyderabad ORR Exit no :2.* Near by Kollur IT SEZ.( Google & Apple IT Companies under construction ).* 15 mins drive from Gachibowli IT & Financial District.* 100% vastu, 24/7 security and solar fencing. * World class club House.","₹ 48,28,390",https://apollo-singapore.akamaized.net:443/v1/files/r5qvlj97b6ui-IN/image,"India, Telangana, Hyderabad, BHEL"
}{  HIGHRISE ZONE AT KOLLUR FLATS LOW PRICE PRE-LUNCHING 2999/- KOLLUR,"}{  HIGHRISE ZONE AT KOLLUR FLATS LOW PRICE PRE-LUNCHING 2999/- KOLLURHi sir/madamPRE LAUNCH OFFER 2999/SFT.Regular*price*4500/SFT(Registration,GST,car parking and amenities Extra)KOLLUR ICON OF THE IT HYDERABAD* 2999/SFT (with all amenities,GST,car parking and Registration).* 13.5 acres Luxury Gated Community project @ KOLLUR.* 2 & 3 BHK FLATS,Size Ranging from 1040 to 2415 SFT.* 9 High rise Towers.G+18Floors with 2 cellars.* 1 km from Hyderabad ORR Exit no :2.* Near by Kollur IT SEZ.( Google & Apple IT Companies under construction ).* 15 mins drive from Gachibowli IT & Financial District.* 100% vastu, 24/7 security and solar fencing. * World class club House.","₹ 42,73,575",https://apollo-singapore.akamaized.net:443/v1/files/ujeqnq3rk3de3-IN/image,"India, Telangana, Hyderabad, KPHB"
Newly constructed house for sale,"Newly constructed home, ground flore 1bhk,+2bhk.first flore :-2bhk","₹ 95,00,000",https://apollo-singapore.akamaized.net:443/v1/files/iciia0a6lje43-IN/image,"India, Telangana, Bhadrachalam, Venkateshwara Colony"
Ground floor and first floor for rent,Near mee seva charbouli girmajipet wgl,"₹ 7,500",https://apollo-singapore.akamaized.net:443/v1/files/0k1kyn3m1r832-IN/image,"India, Telangana, Warangal, Sagarakanya Nagar"
